	CNF vs MPNST1	CNF vs MPNST1	CNF vs MPNST1	CNF vs MPNST1		CNF vs MPNST2	CNF vs MPNST2	CNF vs MPNST2	CNF vs MPNST2		CNF vs NF	CNF vs NF	CNF vs NF	CNF vs NF	
AMOTL1	-1.758847035	0.000427972	0.001106033	5646.292957	 	-1.250589572	0.407342507	0.597655795	4027.742406	 	-2.07185884	3.58E-08	2.35E-07	6663.176788	 
UXS1	-2.323607199	4.25E-09	2.35E-08	2312.62932	 	-1.842678231	0.011960358	0.050387709	1858.880859	 	-2.674476486	1.07E-16	2.25E-15	2664.58185	 
TPI1	-1.430346403	0.025316529	0.045115352	6932.937179	 	-3.463204034	3.96E-06	8.72E-05	17632.86522	 	-1.292764344	0.05167562	0.093485237	6258.898359	 
MAP4K4	-2.653031146	1.15E-09	6.83E-09	12800.01755	 	-4.519938607	2.22E-08	1.32E-06	23002.96281	 	-2.030369081	8.39E-08	5.15E-07	9765.084848	 
GDI1	1.777873515	0.00030348	0.000804957	5428.687122	 	1.385582418	0.224081864	0.411104229	5428.687122	 	1.464484043	0.003686615	0.009160169	5428.687122	 
CNKSR3	1.273444666	0.113203306	0.16875807	2430.995805	 	1.010880651	0.966502369	0.982640286	2430.995805	 	1.457319846	0.002810763	0.007194373	2430.995805	 
PTGS2	-7.162008232	4.04E-07	1.70E-06	1292.162608	 	-5.204727876	0.003352145	0.018766225	1235.282818	 	-4.014390046	9.92E-06	4.26E-05	693.149272	 
ARPP19	3.945087139	1	1	3751.588733	 	-2.013560915	1	1	7691.894682	 	-1.705099604	1	1	6430.075252	 
RPS6KA3	1.253707394	0.152033141	0.21801052	1903.66663	 	-1.772105667	0.031371267	0.103235355	3480.350704	 	-1.889431909	1.02E-06	5.23E-06	3646.819115	 
TXNDC5	-1.815020363	0.0229581	0.041377228	7486.266521	 	-3.865733028	0.001268714	0.008870598	18313.98267	 	-2.054532154	0.00079916	0.002336359	8505.793421	 
LGALS3	5.641349389	1.73E-20	3.53E-19	9893.392211	 	2.328477404	0.006494626	0.031495632	9893.392211	 	1.377435373	0.036944601	0.07009264	9893.392211	 
TTC3	-2.266488836	4.31E-11	3.05E-10	15254.35666	 	-2.125837094	0.000358035	0.003251847	14507.75612	 	-1.469005509	0.000175326	0.000589763	9858.032614	 
SORBS1	3.356511102	0.014721835	0.027836598	8339.204133	 	1.805348237	0.349114659	0.54365429	8339.204133	 	-1.882212703	0.109192312	0.17650221	15250.62177	 
EIF4H	1.748312341	7.78E-15	8.69E-14	8548.963418	 	-1.262532162	0.059766073	0.165805497	10814.06371	 	-1.062609108	0.307265215	0.412672176	9087.15522	 
FNIP2	1.362852833	0.071314737	0.112995059	3127.49815	 	1.9019502	0.025598045	0.088919428	3127.49815	 	-1.039181932	0.785906736	0.856986864	3215.397767	 
CARD10	-1.31825196	0.267275876	0.351966251	927.8087642	 	2.63617754	0.016305256	0.063585007	708.1013929	 	1.762109321	0.005677009	0.013503269	708.1013929	 
SPP1	-1.91824655	0.287379114	0.374156393	3691.408996	 	-10.69802218	0.000121075	0.001367425	78498.45528	 	-2.523196804	0.049985786	0.090877844	5282.173824	 
C6orf62	1.687956397	6.15E-07	2.51E-06	5498.733671	 	-1.018403473	0.919172618	0.953603516	5605.19804	 	-1.407894181	8.02E-05	0.000290814	7757.390504	 
BTBD3	-2.372736328	9.06E-08	4.18E-07	3599.375474	 	-2.70799914	0.000248638	0.002445194	4248.942348	 	-1.501648555	0.002312733	0.006059799	2265.416924	 
STARD13	2.033943738	0.000210936	0.000575223	5240.168521	 	1.84398781	0.054690366	0.155393893	5240.168521	 	-1.50023222	0.010099672	0.0224929	7817.253432	 
MAVS	3.399510357	1.51E-15	1.83E-14	5795.328108	 	1.727405456	0.034721517	0.111211785	5795.328108	 	1.759009329	8.08E-06	3.53E-05	5795.328108	 
SNRNP70	4.487739789	2.38E-20	4.81E-19	18315.89724	 	5.811124346	1.21E-10	1.71E-08	18315.89724	 	7.310868131	7.39E-50	4.97E-47	18315.89724	 
MYL12A	2.395109649	1.05E-05	3.58E-05	4762.74255	 	-1.207121628	0.566419225	0.726104181	5896.158988	 	-1.632266182	0.002655927	0.006844933	7938.940433	 
BACE2	-1.107733088	0.754143441	0.817106135	1715.210707	 	-2.414429029	0.077674193	0.198967226	4405.395335	 	-1.90940878	0.015083621	0.03207224	3042.443355	 
RPLP1	5.371383593	3.79E-27	1.49E-25	24658.62172	 	-1.227023495	0.435723481	0.622786	30238.336	 	1.353084882	0.018537887	0.038426019	24658.62172	 
RPS3	3.868831582	6.46E-26	2.22E-24	22722.48478	 	1.277463857	0.262401139	0.454683338	22722.48478	 	1.281704598	0.01928476	0.039739081	22722.48478	 
DDOST	-1.789101867	1.54E-07	6.88E-07	6283.23567	 	-2.651298045	2.62E-07	1.00E-05	9468.476576	 	-1.611971268	1.89E-07	1.09E-06	5657.395294	 
PTPN11	1.641360262	4.35E-06	1.56E-05	4515.66389	 	-1.074726101	0.696114885	0.817275842	4867.310082	 	-1.543350093	1.12E-06	5.68E-06	6996.14028	 
PRKDC	-9.150427279	3.51E-40	4.88E-38	30640.76443	 	-2.132650806	0.006853504	0.032813808	7202.397759	 	-1.673421515	0.000182064	0.000610108	5487.803428	 
STAT2	1.203689396	0.25448815	0.337664578	4807.962465	 	1.412314282	0.20715629	0.39062036	4807.962465	 	1.263228217	0.081579644	0.138312968	4807.962465	 
ACTR3	1.153763347	0.340964821	0.431374103	3859.305589	 	-2.061243993	0.004342973	0.022919751	8255.606786	 	-1.504073373	0.000986575	0.002830156	5884.140204	 
INPP5F	3.510925042	2.44E-06	9.14E-06	2384.116871	 	2.645607344	0.022271809	0.08026667	2384.116871	 	-2.005085955	0.00142704	0.003937882	4810.45041	 
FBXO32	-1.209748753	0.565186009	0.651443495	968.0627629	 	-3.730304027	0.009061681	0.040806521	3795.153608	 	-1.98222535	0.011152337	0.024556478	1629.040403	 
MFGE8	2.929197035	2.40E-06	9.00E-06	9247.013974	 	-1.107034063	0.784568756	0.877112909	10184.35449	 	1.617887098	0.010143874	0.022582372	9247.013974	 
HMGB1	3.080033453	3.44E-12	2.78E-11	13677.48008	 	1.30032271	0.334097733	0.53029673	13677.48008	 	1.141687108	0.320015694	0.426256748	13677.48008	 
VGLL4	-1.141154649	0.433798994	0.525865118	2781.43221	 	-1.381675565	0.253387959	0.444347398	3415.069278	 	-1.33894691	0.035861206	0.068407579	3269.76056	 
CLIP1	1.040167786	0.766860749	0.827420512	3686.626074	 	1.445541392	0.102856603	0.242974473	3686.626074	 	1.140885936	0.229734073	0.326563334	3686.626074	 
AKAP9	-2.015910164	1.28E-08	6.64E-08	10784.21338	 	2.64948827	3.68E-06	8.25E-05	5355.703803	 	2.102110129	3.18E-13	4.27E-12	5355.703803	 
FAM53B	1.923009897	0.005655833	0.011701561	1664.867467	 	1.879538506	0.100686087	0.239354028	1664.867467	 	-1.298083037	0.178642869	0.265540823	2152.913954	 
HMG20B	1.680219887	7.38E-05	0.000219266	2641.103579	 	2.151791468	0.000597139	0.004880396	2641.103579	 	1.8333663	2.20E-08	1.48E-07	2641.103579	 
PCDHGC3	1.17981013	0.542112	0.629811545	5800.35619	 	1.052419056	0.90578954	0.94710523	5800.35619	 	-1.67547419	0.020106797	0.041246032	10019.12995	 
VPS13C	-2.377793193	2.07E-11	1.53E-10	8242.112475	 	-1.054040094	0.810914357	0.891862716	3636.398642	 	-1.433696833	0.000742297	0.002184165	4950.358122	 
ABLIM3	4.374952776	4.18E-09	2.32E-08	2577.026699	 	2.166152199	0.056206893	0.15848036	2577.026699	 	-1.907419203	0.001703051	0.004617705	4950.354246	 
EPB41L3	-2.697832092	0.078497325	0.122995052	4549.368019	 	-1.622812996	0.448650497	0.633148735	3250.579058	 	-2.634743094	0.028335409	0.055505851	4410.629117	 
AP1S2	6.355710667	6.44E-18	9.98E-17	4368.860725	 	1.536370287	0.222986511	0.409697583	4368.860725	 	-1.674880996	0.003407878	0.008529331	7262.905497	 
RPS3A	4.991747825	1	1	32134.10386	 	-1.049227287	1	1	33512.53254	 	-1.161353647	1	1	37076.08005	 
MATR3	-1.0603362	0.550603321	0.637694344	8294.868158	 	-1.384682451	0.053061314	0.151990937	10886.31353	 	-1.51530836	3.01E-07	1.68E-06	11872.0595	 
EMP2	8.298272504	2.96E-27	1.17E-25	8842.59067	 	1.853944599	0.057078956	0.160242273	8842.59067	 	1.946374243	3.51E-05	0.000136901	8842.59067	 
DLGAP4	2.123530413	1.89E-06	7.19E-06	5157.920173	 	1.375665581	0.230960743	0.418927789	5157.920173	 	1.623777804	0.000200463	0.000666058	5157.920173	 
ADAMTSL1	-1.850375478	0.047574065	0.07908787	1139.524296	 	1.557333198	0.357739081	0.551173286	555.6830685	 	-1.916900535	0.010273205	0.022818944	1182.06912	 
S100A11	1.925945815	0.000403599	0.001048683	3256.146027	 	-2.53496649	0.002572708	0.015239722	8849.893979	 	-1.626438334	0.001427931	0.003939694	5419.307903	 
RPL28	2.355645091	2.67E-10	1.71E-09	10611.85124	 	-1.737457816	0.016349575	0.063703534	18744.79421	 	1.017231278	0.878684394	0.928186963	10611.85124	 
TUBA1C	-3.111214119	8.03E-05	0.000236792	6438.331501	 	-1.851213903	0.174063452	0.346183135	4014.881058	 	1.206054897	0.426094562	0.534892107	1846.273241	 
PHLDB1	5.677794446	2.23E-23	6.06E-22	23696.78619	 	5.797680254	1.73E-09	1.61E-07	23696.78619	 	2.502016452	1.69E-10	1.55E-09	23696.78619	 
IL11	-3.331120048	0.001809792	0.004131229	270.9061443	 	-1.870760841	0.263762238	0.455929457	166.3153688	 	1.42656978	0.258561161	0.35906026	61.59443495	 
SLC4A2	-2.403601372	4.82E-12	3.83E-11	6332.175547	 	1.304990985	0.218664893	0.404600272	2609.684119	 	1.455033556	0.000357043	0.001124974	2609.684119	 
LTBP2	-2.692748344	0.000780443	0.001919327	9937.803322	 	-2.638186111	0.035675354	0.113504213	10836.09509	 	-1.499171331	0.092803331	0.154204626	5398.263883	 
PSMD2	-1.529136203	0.0017637	0.004034776	5519.416783	 	-1.52470673	0.067239044	0.180086132	5556.015973	 	-1.248296076	0.047985693	0.087743592	4498.480445	 
GNS	-1.162181805	0.281063757	0.367247617	3894.253144	 	-3.485276309	1.25E-07	5.56E-06	12145.11331	 	-3.01648864	8.28E-22	3.22E-20	10189.67999	 
TALDO1	-1.229237164	0.089524338	0.137759364	2843.799849	 	1.139037637	0.530509041	0.69817654	2301.389485	 	-1.137012832	0.201535978	0.293257028	2630.443464	 
CDK16	-2.016523577	2.49E-14	2.61E-13	3872.027215	 	-1.634057639	0.001907074	0.01213028	3153.020862	 	-1.017741027	0.818015463	0.881483987	1950.982812	 
HERC2	-3.173222158	1.90E-30	1.00E-28	9774.823427	 	1.114080253	0.532208783	0.699441108	3058.174193	 	1.153444148	0.087171711	0.146292257	3058.174193	 
EIF4B	1.03275095	0.793854094	0.849666593	14485.11351	 	1.063385636	0.769827755	0.867454524	14485.11351	 	-1.179956891	0.104130135	0.16980144	17106.22979	 
CLU	1.177250179	0.635174472	0.714151978	6297.740429	 	-2.423772548	0.087763902	0.216893804	20039.8417	 	-2.101232491	0.007922704	0.018124587	15003.87534	 
PTTG1IP	2.51095836	2.27E-11	1.66E-10	4569.690163	 	-2.697770742	2.10E-05	0.000333351	12834.92572	 	-2.077078286	1.22E-10	1.14E-09	9633.726001	 
NR4A1	2.524756452	0.015701341	0.029509537	3620.599543	 	2.336574635	0.128078687	0.281780098	3620.599543	 	-2.37539494	0.005296084	0.012699579	8863.310367	 
KLF2	2.473297495	0.013838573	0.026311436	804.9995816	 	-1.174587548	0.76698009	0.865388911	1042.643459	 	-3.770165743	8.59E-06	3.73E-05	3507.539979	 
SLC25A6	1.568865984	0.007957373	0.015968384	10250.44975	 	-1.107307416	0.720156967	0.834193737	11356.11657	 	1.287850614	0.070452145	0.122196001	10250.44975	 
MORF4L2	1.132560448	0.29318203	0.380892056	4358.023037	 	-1.619634852	0.016949453	0.06546706	7172.288325	 	-1.251109094	0.022039705	0.044612564	5484.863467	 
TAB2	1.003774315	0.974125068	0.986519772	2443.274782	 	-1.88833544	0.00133851	0.009246901	4697.548152	 	-2.822430046	2.90E-27	2.07E-25	6962.650001	 
CSPG4	-1.451316886	0.181377405	0.253729233	8893.262929	 	1.101492883	0.826652206	0.901099832	5907.236295	 	-1.966496869	0.003016604	0.007657148	12182.70504	 
PLEKHB2	3.760066816	3.39E-15	3.95E-14	2460.896737	 	-1.383094941	0.249926081	0.440857724	3481.303981	 	-1.756620127	4.72E-05	0.000179614	4382.979588	 
KIAA0100	-1.80317284	2.71E-05	8.64E-05	7873.331806	 	-1.156096591	0.54241174	0.707116078	5045.641449	 	-1.353014402	0.009128681	0.020581138	5892.691045	 
HSPA9	-1.273260653	0.049811259	0.082433885	5597.558874	 	-1.578463519	0.029566097	0.098799534	7009.473334	 	-1.510801629	4.99E-05	0.000189112	6650.031959	 
KIF1C	1.278639135	0.058858883	0.095444231	5512.782053	 	1.5714148	0.041163218	0.125874013	5512.782053	 	1.341903582	0.006210496	0.014637659	5512.782053	 
RPS18	6.41656611	2.52E-31	1.43E-29	32997.92398	 	-1.088850384	0.751367959	0.855578942	35671.79165	 	1.302463544	0.044632877	0.082447046	32997.92398	 
SLC12A4	1.400562211	0.025070449	0.044727154	5655.774124	 	1.867769462	0.013965938	0.056599937	5655.774124	 	1.659387792	4.49E-05	0.000171445	5655.774124	 
TRAF1	5.362897633	2.61E-07	1.13E-06	2740.901396	 	2.560978972	0.059528747	0.165287375	2740.901396	 	-1.260506472	0.383382993	0.492674096	3260.283634	 
QSOX1	1.010041435	0.9602718	0.976469855	2761.549914	 	-1.579271148	0.168616049	0.338548105	4548.058501	 	-1.301106725	0.110768344	0.178651476	3647.449199	 
SLC22A17	-1.180314308	0.72491911	0.791920922	2298.192314	 	1.066005749	0.917912961	0.953140399	1834.142623	 	-1.099510059	0.80103826	0.86853162	2119.222328	 
TRIP12	-2.690923219	4.19E-16	5.46E-15	10882.29427	 	-1.88252394	0.002288942	0.013930487	7683.840204	 	-1.946613365	3.49E-11	3.52E-10	7855.426471	 
CLIC1	1.336918832	0.040055027	0.067795663	6011.273255	 	-1.244260617	0.361591617	0.554638968	7549.058883	 	1.197788339	0.122084151	0.193564606	6011.273255	 
NDFIP1	2.822079013	1.43E-09	8.41E-09	3717.031892	 	-1.151719498	0.622798612	0.768282623	4321.927558	 	-1.769227446	5.32E-05	0.000200252	6640.888688	 
RNF145	-1.200572651	0.105263102	0.15855455	2779.550945	 	-2.120526705	9.61E-05	0.001140784	4983.737857	 	-2.014830998	5.92E-14	8.66E-13	4677.968769	 
MXRA8	1.192146947	0.490838661	0.58190001	5908.16795	 	-2.087322476	0.072716176	0.190205144	13629.81321	 	-1.049008546	0.819013565	0.882163891	6306.862457	 
YWHAH	-1.383154028	0.019373173	0.035571768	2472.251885	 	-2.564290171	6.20E-05	0.000815386	4711.937968	 	-3.383615881	1.82E-26	1.17E-24	6093.23436	 
AXL	-1.909024894	0.002191065	0.004926674	5804.283721	 	-2.128285145	0.029774746	0.099365067	6766.805532	 	-2.305256761	1.50E-06	7.42E-06	7034.388294	 
RAC1	2.942694149	1	1	6976.957866	 	-2.567493168	1	1	18245.33046	 	-1.807356817	1	1	12668.37457	 
SPPL2A	2.573131017	8.72E-10	5.24E-09	3288.359231	 	-1.206201876	0.470700707	0.650823917	3982.261959	 	1.025588019	0.842459819	0.900440499	3288.359231	 
RPS9	3.983262623	2.34E-23	6.32E-22	21736.85986	 	1.698689785	0.024313258	0.085643331	21736.85986	 	2.020835975	8.10E-10	6.74E-09	21736.85986	 
CTSC	1.778916912	0.009082896	0.017953371	4581.441497	 	-1.610454625	0.187724456	0.364627308	7766.6841	 	-1.703470698	0.003317897	0.008336378	7982.01659	 
HNRNPC	1.06370975	0.526579965	0.615807845	7847.455643	 	-1.651097459	0.002703608	0.015847149	13092.37117	 	-1.404590831	2.51E-05	0.000100533	11065.12476	 
SH3BP5	1.06128139	0.80988506	0.862187046	2090.521754	 	-1.554271382	0.269400386	0.462028788	3437.527578	 	-2.025949861	0.000497929	0.001525441	4357.452518	 
TUBB3	-8.465102514	9.44E-11	6.42E-10	2121.240884	 	-4.366587144	0.003397908	0.018969997	1287.384565	 	-2.52664432	0.000567901	0.001717282	594.5016673	 
ATP6V1B2	1.26238164	0.028511664	0.050192346	2700.698352	 	-1.460825001	0.037337511	0.117136865	3986.684599	 	-1.483469354	7.33E-06	3.23E-05	4025.929569	 
CYB5R3	3.454512225	9.99E-18	1.51E-16	7375.382541	 	1.234770887	0.3886048	0.580685781	7375.382541	 	1.048780881	0.689594767	0.778095692	7375.382541	 
SLC25A3	1.775252017	3.07E-07	1.31E-06	7158.982898	 	-1.117806649	0.56088245	0.721763374	8032.807871	 	-1.100754035	0.299968505	0.405008481	7897.556222	 
LAPTM4A	4.693327812	1.14E-36	1.06E-34	11681.69416	 	-1.486677405	0.056686608	0.15952767	17480.44169	 	-1.060812271	0.558386046	0.661044587	12353.57469	 
KIF1B	-1.717354618	0.000322927	0.000853979	5762.478737	 	1.113724882	0.671729307	0.801742096	3327.180741	 	-1.082848686	0.521351467	0.626687415	3616.253523	 
PPP1CB	2.279044684	4.37E-08	2.11E-07	5720.753794	 	-1.821692848	0.018192265	0.068896638	10666.50417	 	-1.214816464	0.116792579	0.186670568	6964.694542	 
PLEKHA4	3.013207969	0.003356346	0.007284861	6048.653072	 	1.777539547	0.296398972	0.490878617	6048.653072	 	-1.877793276	0.038598042	0.07281073	11173.47034	 
PROS1	6.626917213	3.53E-20	7.03E-19	4344.25264	 	1.316564358	0.41741544	0.606948864	4344.25264	 	-3.276439469	2.09E-12	2.54E-11	14449.68777	 
SFT2D2	6.285398713	2.22E-71	2.67E-68	4422.139109	 	1.658322233	0.004054724	0.021723939	4422.139109	 	1.313504831	0.001312041	0.003654117	4422.139109	 
PLAUR	-2.415526284	0.000327291	0.000864162	1067.250522	 	-6.77805735	1.40E-06	3.80E-05	3533.134542	 	-2.423826916	1.12E-05	4.79E-05	1070.192438	 
DDX39B	2.209218245	0.017966804	0.033203348	14530.17968	 	1.857085187	0.223801726	0.410742196	14530.17968	 	2.388751119	0.001402731	0.003878438	14530.17968	 
NUDT3	3.035534689	3.70E-19	6.60E-18	4344.912288	 	-1.076347219	0.72764764	0.83923892	4679.970047	 	-2.16371613	4.78E-14	7.07E-13	9437.956868	 
DOCK1	-1.616173561	3.32E-06	1.22E-05	8014.661534	 	1.364183891	0.079433736	0.202304218	4947.014175	 	-1.364167601	0.000274952	0.000888628	6758.881647	 
NCKAP1	1.097956241	0.502138872	0.593122669	4341.772369	 	-2.059989642	0.002192716	0.013491783	9218.731989	 	-1.351885473	0.008707082	0.019707229	5924.373001	 
NUDT4	3.459535672	2.82E-09	1.61E-08	2268.943298	 	-1.472454943	0.260857016	0.453082163	3493.187178	 	-2.702930329	6.90E-09	5.02E-08	6348.632453	 
SHC4	4.297261061	0.000245246	0.000660177	868.5776458	 	2.193772678	0.168345956	0.338215311	868.5776458	 	-1.831491294	0.059472415	0.105580171	1587.222796	 
TGFBR2	3.318061787	5.74E-10	3.52E-09	12401.89536	 	1.39024237	0.305092603	0.499618152	12401.89536	 	-2.198590031	7.51E-07	3.92E-06	27522.43141	 
MAN2B1	-1.297541087	0.104235971	0.157275033	3990.15617	 	-1.504904564	0.129834475	0.283894677	4697.618518	 	-1.673348849	9.86E-05	0.000350991	5160.009665	 
RPN1	-1.791813079	9.70E-07	3.84E-06	6344.273471	 	-2.559189834	3.68E-06	8.25E-05	9230.81722	 	-1.869210942	2.05E-10	1.85E-09	6620.468198	 
PLEKHM2	-1.141127707	0.356165406	0.447591988	3214.537155	 	1.331139572	0.238310762	0.427434984	2814.516979	 	1.143301245	0.25717503	0.357532387	2814.516979	 
MRAS	6.773808523	1.68E-11	1.26E-10	1897.342256	 	1.17823154	0.714435662	0.830621146	1897.342256	 	-2.800050482	9.23E-06	3.99E-05	5531.201588	 
BZW1	2.069922566	4.47E-07	1.87E-06	5306.125434	 	-2.683257601	5.14E-05	0.000697157	14847.30936	 	-1.952892275	1.79E-08	1.22E-07	10504.94853	 
ASPA	121.6527816	1.93E-30	1.01E-28	3168.537449	 	5.328952367	0.004269082	0.022632976	3168.537449	 	1.037583832	0.912417857	0.952660467	3168.537449	 
TRIM8	1.578995006	0.040140571	0.067913114	3362.838154	 	1.122947855	0.750344014	0.85489281	3362.838154	 	-1.272027485	0.188241274	0.277018429	4297.53419	 
TAOK1	-1.373855784	0.00590455	0.012168684	4685.431514	 	-1.034274837	0.86426275	0.922005423	3522.320204	 	-1.689792034	3.76E-08	2.45E-07	5768.769243	 
WSB2	-1.953358654	3.28E-05	0.000103296	2433.88967	 	-1.967165341	0.012641367	0.052489697	2505.520757	 	-1.887253504	1.81E-06	8.86E-06	2350.798468	 
ZFP36L1	1.751180453	0.020094412	0.036747626	11248.3772	 	-1.696731155	0.175896912	0.348163318	19906.66162	 	-1.032952999	0.869772463	0.921551156	11490.60985	 
STAT3	-1.160406301	0.22840418	0.308482286	6379.011141	 	-1.860893999	0.00314792	0.017739337	10383.96042	 	-1.89399407	3.80E-10	3.29E-09	10445.60352	 
SOCS3	-1.679656794	0.100006337	0.151723488	1556.904583	 	-3.487470153	0.010229505	0.044599237	3910.177213	 	-6.459311368	3.99E-13	5.31E-12	6374.218881	 
EIF3C	-3.358349982	3.05E-06	1.13E-05	21864.46038	 	-1.696024753	0.204240649	0.38669722	11323.71568	 	-1.443540685	0.084339582	0.142220517	9152.106994	 
PAFAH1B1	2.291824087	4.21E-18	6.68E-17	6758.721356	 	1.289217822	0.12155221	0.272023843	6758.721356	 	1.067935935	0.405681163	0.514682921	6758.721356	 
CDV3	1.386168566	0.012872186	0.024635559	3301.523265	 	-1.915259286	0.003566591	0.019652513	6487.966033	 	-2.021290112	8.35E-11	7.99E-10	6755.812409	 
RPL14	2.622390201	2.11E-16	2.83E-15	14930.07211	 	1.050021266	0.807328944	0.889791241	14930.07211	 	1.213285294	0.046031756	0.084696215	14930.07211	 
CD47	3.947728419	2.94E-35	2.41E-33	4596.99485	 	-1.072439413	0.711628796	0.828725149	4918.757879	 	1.100261367	0.296330321	0.400841768	4596.99485	 
ACTN1	-2.33451696	2.69E-06	1.00E-05	8335.408758	 	-2.970124894	0.000306015	0.002880135	11120.56257	 	-1.206414228	0.207388795	0.300255845	4266.01942	 
DIP2C	-1.424711496	0.022456924	0.04060886	2980.025078	 	-1.099261365	0.717619725	0.832710165	2299.079352	 	-1.183410674	0.188340712	0.277090836	2469.770026	 
DENND5A	-1.490528044	0.000179714	0.000496977	4239.049554	 	-1.166571002	0.398590596	0.590123946	3320.254618	 	-1.968848058	1.48E-14	2.32E-13	5606.683107	 
RPL18A	4.28581784	2.20E-24	6.59E-23	18209.65275	 	-1.196575164	0.457792293	0.640877576	21752.73039	 	1.558328973	0.00016618	0.000563064	18209.65275	 
PRKCSH	-1.281347788	0.040205922	0.068009997	5475.376897	 	-1.867290345	0.002425442	0.014575133	8089.05395	 	-1.122985699	0.245424795	0.34415538	4794.920508	 
TMEM59	1.740652411	5.50E-05	0.000166822	6375.670815	 	1.036667457	0.877210496	0.93006349	6375.670815	 	-1.195858615	0.114729399	0.183809656	7629.952743	 
OPTN	2.191813159	1.54E-07	6.89E-07	3306.88303	 	1.487023793	0.116525957	0.264365225	3306.88303	 	1.163079362	0.220819389	0.316288545	3306.88303	 
MGAT4B	-1.001192457	0.992267014	1	2250.735728	 	-1.249933257	0.28718653	0.480780095	2824.873044	 	-1.038025061	0.713644774	0.798627111	2333.073885	 
DAP	1.61640898	0.000430633	0.001112227	2528.620382	 	-2.457467339	0.000100886	0.00118914	6442.923903	 	-1.94901113	3.05E-09	2.33E-08	4995.319737	 
GOLGA3	-2.201865832	1.69E-11	1.27E-10	9019.738989	 	1.173847138	0.423690115	0.612664676	4074.025491	 	1.223045131	0.037940125	0.071722487	4074.025491	 
